Title,URL,Name,Rating,Ratings_Count,Address,Phone,Services,Photo_URLs,Error
"Sridevi Beauty Parlour Near Chandana Brothers Besides Subbarao Hotel Edarapalle, Amalapuram",https://www.justdial.com/Amalapuram/Sridevi-Beauty-Parlour-Near-Chandana-Brothers-Besides-Subbarao-Hotel-Edarapalle/9999P8856-8856-170529193118-Y4J8_BZDET,Sridevi Beauty Parlour,3.8,8Ratings,"Near Chandana Brothers,  Besides Subbarao Hotel, Cinema Road, Edarapalle, Amalapuram-533201, Andhra Pradesh","07490976807, 08401322528","Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-raro18qqt3-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-raro18qqt3.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-vzz31uqd1h.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-xr2gk4ytmb-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-xr2gk4ytmb.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-5lldm8r767.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-cr2082kl9w.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-k6j20f4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-k8tra60azu.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j8/9999p8856.8856.170529193118.y4j8/catalogue/sridevi-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-ouzotrxexi-250.jpg?w=1920&q=80,
"Sri Durga Veerabhadra Hair Styles Dudduvari Agraharam Opposite to BSNL Telephone Exchange Office Amalapuram Rural, Amalapuram",https://www.justdial.com/Amalapuram/Sri-Durga-Veerabhadra-Hair-Styles-Dudduvari-Agraharam-Opposite-To-Bsnl-Telephone-Exchange-Office-Amalapuram-Rural/9999P8856-8856-160908100547-N5U5_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Big Boss Salone For Men And Women Beside Krishna TempleNear Victory Bazar Gollagudem Bypass Road, Amalapuram",https://www.justdial.com/Amalapuram/Big-Boss-Salone-For-Men-And-Women-Beside-Krishna-Templenear-Victory-Bazar-Gollagudem-Bypass-Road/9999P8856-8856-230630120710-K8R5_BZDET,Big Boss Salone For Men And Women,4.9,59Ratings,"Bhaskar Nagar Colony, Beside Krishna Temple, Near Victory Bazar, Gollagudem Bypass Road, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-6g6hso6c06-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-6g6hso6c06.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-c00p4ab4l4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-c00p4ab4l4.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-eza9rgugvc.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-f6x76ys3mg.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-rmfvpdn2tf-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-rmfvpdn2tf.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r5/9999p8856.8856.230630120710.k8r5/catalogue/big-boss-salone-for-men-and-women-amalapuram-salons-zznlmd3f9p.jpg?w=1920&q=80,
9999P8856 8856 230908112524 R5T4_BZDET,https://www.justdial.com/Amalapuram/Pinks-N-Bloos-2Nd-Floor-Above-Siri-Dress-Divine-Muslim-Street/9999P8856-8856-230908112524-R5T4_BZDET,Pinks N Bloos,4.7,111Ratings,"D.no 7-1-98, Pinks N Bloos, 2nd Floor,  Above Siri Dress Divine, Muslim Street, Amalapuram-533201, Andhra Pradesh","07490976807, 07490976807","Ear Piercing, Ear Piercing for Baby, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/21jhj09qvo42x9s-c96jm34x93-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/661njshgndr3nig-3lav37zb2x.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/6toif0v1o18qpri-srvv4mti6g.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/adqrdch2nyb5np7-ds7jb8z4le.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/fd785q27xclo4z0-b1ndzhjles-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/hqf88gz7l50aogb-u84tna834x.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/txuvafardj91tzh-hiokm6m321.jpg?w=1920&q=80,
"Moon Star Beauty Spasaloon Near MSN Fancy Store Muslim Street, Amalapuram",https://www.justdial.com/Amalapuram/Moon-Star-Beauty-Spasaloon-Near-Msn-Fancy-Store-Muslim-Street/9999P8856-8856-241115174149-X4M4_BZDET,Moon Star Beauty Spasaloon,4.9,59Ratings,"Shop No 3,  Mohin Complex, Near MSN Fancy Store, Muzaffar Street, Muslim Street, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-beauty-parlours-g7h7lgvzys.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-beauty-parlours-iztnapy6wb.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-beauty-parlours-kz1e251ew1-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-beauty-parlours-kz1e251ew1.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-beauty-parlours-o2eicngb9h-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-beauty-parlours-o2eicngb9h.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-beauty-parlours-r38n37f0zj.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-mehendi-artists-c4x781h7eo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/m4/9999p8856.8856.241115174149.x4m4/catalogue/moon-star-beauty-spasaloon-muslim-street-amalapuram-mehendi-artists-conplgfc0a.jpg?w=1920&q=80,
"Renu's Beauty Parlour Bupai Agraharam Near Childrens Park Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Renus-Beauty-Parlour-Bupai-Agraharam-Near-Childrens-Park-Km-Agraharam/9999P8572-8572-181012125308-W4W5_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Ak New Hair Saloon Opposite to Mammidhivaram Gate Km Agraharam, Amalapuram",https://www.justdial.com/Amalapuram/Ak-New-Hair-Saloon-Opposite-To-Mammidhivaram-Gate-Km-Agraharam/9999P8856-8856-180721155026-A4S3_BZDET,Ak New Hair Saloon,4.9,20Ratings,"Opposite to Mammidhivaram Gate, Mummidvaramgeta, Km Agraharam, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/s3/9999p8856.8856.180721155026.a4s3/catalogue/ak-new-hair-saloon-amalapuram-16c1fgr808-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s3/9999p8856.8856.180721155026.a4s3/catalogue/ak-new-hair-saloon-amalapuram-0t5qkjstms-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s3/9999p8856.8856.180721155026.a4s3/catalogue/ak-new-hair-saloon-amalapuram-ho-amalapuram-beauty-salons-18sl111mky-250.jpg?w=1920&q=80,
"Blessy Beauty Parlour Opposite Swarna Water PlantNear Ss Naidu Layout Vanacharla Vari Street, Amalapuram",https://www.justdial.com/Amalapuram/Blessy-Beauty-Parlour-Opposite-Swarna-Water-Plantnear-Ss-Naidu-Layout-Vanacharla-Vari-Street/9999P8856-8856-250122041603-S7F9_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Uday Saloon Near Yesu Tiffin Mobarlipet, Amalapuram",https://www.justdial.com/Amalapuram/Uday-Saloon-Near-Yesu-Tiffin-Mobarlipet/9999P8856-8856-171206135037-D9R2_BZDET,Uday Saloon,4.2,38Ratings,"Near Yesu Tiffin, Black Bridge Main Road, Mobarlipet, Amalapuram-533201, Andhra Pradesh","08904959744, 07490976807, 08128885748","Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-786hj.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-836vn.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-dje7x.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-gbje8.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-hutdp-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-hutdp.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-khk7d.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-o4wbwobxm1-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/r2/9999p8856.8856.171206135037.d9r2/catalogue/uday-saloon-amalapuram-y0jyhdi7cc-250.jpg?w=1920&q=80,
"Prince & Princy Professional Salon Near Victory Bazar Suryanagar, Amalapuram",https://www.justdial.com/Amalapuram/Prince-Princy-Professional-Salon-Near-Victory-Bazar-Suryanagar/9999P8856-8856-230219144024-I2N8_BZDET,Prince & Princy Professional Salon,4.4,98Ratings,"Near Victory Bazar, Gollagudem Bypass Road, Suryanagar, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-km-agraharam-amalapuram-salons-re1f62aqk2.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-km-agraharam-amalapuram-salons-rtfa56jnjz-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-km-agraharam-amalapuram-salons-rtfa56jnjz.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-km-agraharam-amalapuram-salons-z6cyzzt67w-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-suryanagar-amalapuram-salons-b31duqsoyt-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-suryanagar-amalapuram-salons-b31duqsoyt.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-suryanagar-amalapuram-salons-mz98rzz6zf.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-suryanagar-amalapuram-salons-p9st6lq1b5.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-suryanagar-amalapuram-salons-sog14w1e9s-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/n8/9999p8856.8856.230219144024.i2n8/catalogue/prince-and-princy-professional-salon-suryanagar-amalapuram-salons-obk6h5wthd.jpg?w=1920&q=80,
"Vijna Sri Beauty Parlour  Mobarlipet, Amalapuram",https://www.justdial.com/Amalapuram/Vijna-Sri-Beauty-Parlour-Mobarlipet/9999P8856-8856-241010035954-E3I5_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Bhavani Beauty Parlour  Clock Tower, Amalapuram",https://www.justdial.com/Amalapuram/Bhavani-Beauty-Parlour-Clock-Tower/9999P8856-8856-240219145244-D1V2_BZDET,Bhavani Beauty Parlour,4.9,77Ratings,"Near Ranga Flower Stall, Devangulavedhi, Clock Tower, Amalapuram-533201, Andhra Pradesh","08904959744, 08401322528, 07490976807","Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-127jcuua7f-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-5b30xg4da8.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-htsninezzy-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-htsninezzy.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-ibi7oc3uxq-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-ibi7oc3uxq.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-m957jiicgc.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-sodiqdf1l5-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-sodiqdf1l5.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-w8bdnxc373-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v2/9999p8856.8856.240219145244.d1v2/catalogue/b-one-bridal-studio-and-beauty-parlour-moberlypeta-amalapuram-beauty-parlours-w8bdnxc373.jpg?w=1920&q=80,
"Sri Sai Lovely Saloon Near Yesu Tiffin Opposite Black Bridge Mobarlipet, Amalapuram",https://www.justdial.com/Amalapuram/Sri-Sai-Lovely-Saloon-Near-Yesu-Tiffin-Opposite-Black-Bridge-Mobarlipet/9999P8856-8856-231018062029-U6C7_BZDET,Sri Sai Lovely Saloon,4.7,11Ratings,"Door No 222, Near Yesu Tiffin Opposite Black Bridge, Mobarlipet, Amalapuram-533201, Andhra Pradesh",,Not listed,https://content.jdmagicbox.com/v2/comp/amalapuram/c7/9999p8856.8856.231018062029.u6c7/catalogue/lovly-saloon-mobarlipet-amalapuram-beauty-shops-05trbk2pkm.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/c7/9999p8856.8856.231018062029.u6c7/catalogue/lovly-saloon-mobarlipet-amalapuram-beauty-shops-2l852771d7.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/c7/9999p8856.8856.231018062029.u6c7/catalogue/lovly-saloon-mobarlipet-amalapuram-beauty-shops-nqj2xtlsjq.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/c7/9999p8856.8856.231018062029.u6c7/catalogue/lovly-saloon-mobarlipet-amalapuram-beauty-shops-utbr4kem11.jpg?w=1920&q=80,
"Sowjanya Saloon Amalapuram Red Bridge Nalla Garden, Amalapuram",https://www.justdial.com/Amalapuram/Sowjanya-Saloon-Amalapuram-Red-Bridge-Nalla-Garden/9999P8856-8856-240228104933-V4K9_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Sri Devi Ganesh Hair Styles Near Clock Tower Moberlypeta, Amalapuram",https://www.justdial.com/Amalapuram/Sri-Devi-Ganesh-Hair-Styles-Near-Clock-Tower-Moberlypeta/9999P8856-8856-101006215256-U8D9_BZDET,Sri Devi Ganesh Hair Styles,4.8,2Ratings,"Shop No:3, Near Clock Tower, Clock Tower Center, Moberlypeta, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-amalapuram-02lk0pxtsq.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-amalapuram-1mmclr3cao.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-amalapuram-1n9lnc62eb-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-amalapuram-1n9lnc62eb.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-amalapuram-ho-amalapuram-beauty-parlours-sh925-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-moberlypeta-amalapuram-beauty-parlours-8imwc7nitm-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-moberlypeta-amalapuram-beauty-parlours-o2rlb.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-moberlypeta-amalapuram-beauty-parlours-yorxt-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-moberlypeta-amalapuram-beauty-parlours-yorxt.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/d9/9999p8856.8856.101006215256.u8d9/catalogue/sri-devi-ganesh-hair-styles-moberlypeta-amalapuram-beauty-salons-for-kids-o46y6zvfu6.jpg?w=1920&q=80,
"Affinity Salon  Gollagudem Bypass Road, Amalapuram",https://www.justdial.com/Amalapuram/Affinity-Salon-Gollagudem-Bypass-Road/9999P8856-8856-250605122103-C6Y8_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
